event_name,event_date_start,event_date_end,next_edition_expected,venue,city,state,organiser,organiser_website,website_url,registration_url,description,target_audience,event_type,frequency,recurring,ticket_price_range_aud,expected_attendance,exhibitor_count,sector_tags,notes,source_url,notion_page_url
"Steadfast Convention",,,"March 2027, Adelaide (confirmed - announced at the close of the 2026 Gold Coast edition; specific venue not yet published; host city rotates annually)",,"Adelaide","SA","Steadfast Group","https://www.steadfast.com.au","https://convention.steadfast.com.au/","https://convention.steadfast.com.au/","The pre-eminent gathering of Australia's general insurance broking industry, hosted by the Steadfast broker network since 2001 with a large sponsor marketplace. The single best access point to Australian insurance brokers for incoming vendors.","Insurance brokers in the Steadfast Network, underwriters, insurtechs and service providers","conference_with_expo","annual",true,,2000,,"Financial Services","2026 official site cites 2,000+ attendees and 100+ sponsors; 2027 dates/venue not yet announced - dates left null per verification rules.","https://convention.steadfast.com.au/","https://app.notion.com/p/ef4d148918e746939edee8db01d835f1"
"Sydney Build Expo","2027-04-28","2027-04-29",,"ICC Sydney","Sydney","NSW","Oliver Kinross",,"https://www.sydneybuildexpo.com/","https://www.sydneybuildexpo.com/","Australia's largest construction, architecture and infrastructure show, with 16 conference stages, networking parties and a sold-out exhibition floor at ICC Sydney. The highest-volume construction buyer audience in the country for building products and contech vendors.","Contractors, developers, architects, civil engineers, housebuilders and government construction buyers","trade_exhibition","annual",true,,28000,700,"Construction","2026 edition (29-30 April) drew 24,000+ attendees, 708 exhibitors and 560 speakers per the official wrap-up; 2027 dates (28-29 April, 10th anniversary) confirmed officially. Part of the international Build series (London, Chicago).","https://www.sydneybuildexpo.com/sydney-build-blog/2027-pr1","https://app.notion.com/p/0bc16fc5dc2742cb80689b4647dd1c1d"
"Sydney Cloud & Datacenter Convention","2026-09-16","2026-09-17",,"ICC Sydney, Exhibition Centre Hall 4","Sydney","NSW","W.Media","https://clouddatacenter.events","https://clouddatacenter.events/events/sydney-cdc-2026/",,"W.Media's convention series bringing Australia's cloud and data centre ecosystem together, with dedicated Data Center, Interconnect, and Cloud/AI/Compute streams across two days at ICC Sydney. Vendors exhibit alongside conference programming to an audience of operators, enterprise IT and infrastructure buyers. Useful, repeatable access for connectivity and infrastructure vendors, with a companion Melbourne edition each autumn.","Cloud providers, data centre operators, interconnect providers, enterprise IT and digital infrastructure leaders","conference_with_expo","multiple_per_year",true,,,,"Technology","Melbourne Cloud & Datacenter Convention ran 23 Apr 2026; the series operates across APAC. Listed on the Data Centres Australia industry body events calendar. Attendance/exhibitor numbers not published - triaged medium.","https://clouddatacenter.events/events/sydney-cdc-2026/","https://app.notion.com/p/9abca01633b2448da3a0432636f294f1"
"Talent X (RCSA)",,,"May 2027, Melbourne (expected; annual - the 2026 edition ran 21 May at MCEC with content across three stages)",,"Melbourne","VIC","RCSA (Recruitment, Consulting and Staffing Association Australia & New Zealand)","https://www.rcsa.com.au","https://www.txrec.com.au/","https://www.txrec.com.au/","The peak recruitment industry body's flagship conference for the staffing sector, covering business development, marketing, back-office best practice and leadership. The main channel for rec-tech and services vendors targeting Australian recruitment agencies.","Recruitment and staffing agency owners, leaders and consultants across ANZ","conference_with_expo","annual",true,,,,"Human Resources","One-day, three-stage format; 2027 dates not yet announced - dates left null per verification rules.","https://www.txrec.com.au/","https://app.notion.com/p/d937efc799004a0e8f617566fcbd2440"
"Tech in Gov","2026-08-04","2026-08-05",,"National Convention Centre Canberra","Canberra","ACT","Terrapinn","https://www.terrapinn.com","https://www.terrapinn.com/conference/technology-in-government/index.stm","https://secure.terrapinn.com/V5/step1.aspx?E=11072&p=1","Tech in Gov is Australia's leading event for government ICT, drawing around 3,000 public-sector attendees to Canberra with 150 speakers across seven conference tracks and a full exhibition floor. Government attends free while suppliers join via a capped Vendor Partner Program, making it the most direct route to Australian public-sector technology buyers for both international entrants and local scale-ups.","Federal, state and local government ICT buyers - CIOs, CTOs, CISOs and digital transformation leads","conference_with_expo","annual",true,,3000,,"Government, Technology","Attendance (3,000) and vendor programme (250 places) published by organiser Terrapinn. Venue confirmed by National Convention Centre Canberra.","https://www.terrapinn.com/conference/technology-in-government/index.stm","https://app.notion.com/p/81f86cb715fa48b8b1ea53a906cae021"
"Technology for Social Justice Conference (Infoxchange)","2026-05-06","2026-05-08",,"Telstra Customer Insight Centre","Melbourne","VIC","Infoxchange (incl. Connecting Up)","https://www.infoxchange.org","https://conference.infoxchange.org",,"Australia's premier not-for-profit technology capability-building, upskilling, networking and awards event, covering AI for good, cyber security, digital inclusion, data and ethical technology. Includes the Australian Not-For-Profit Technology Awards.","Not-for-profit leaders, IT managers and digital transformation buyers","industry_summit","annual",true,,300,,"Technology","Ran 6-8 May 2026. Strong vendor channel into NFP tech buyers.","https://conference.infoxchange.org","https://app.notion.com/p/c576a7cfc992480d9db0f8581c048c2d"
"Telecommunications Industry Excellence (TIE) Awards","2026-07-15",,,"Shangri-La Sydney","Sydney","NSW","Australian Telecommunications Alliance (formerly Communications Alliance)","https://www.austelco.org.au","https://www.tieawards.com.au","https://na-admin.eventscloud.com/tie-awards-2026","The telecom sector's night of nights - a black-tie gala dinner (formerly The ACOMMS) recognising outstanding achievement by operators, technology providers and satellite companies. Sponsorship and table packages put vendors alongside the industry's senior decision-makers in a single room. Strong brand-building and relationship value for companies establishing an Australian telecom presence.","Executives from telecom operators, technology providers, satellite companies and the broader Australian telco sector","awards_and_networking","annual",true,,,,"Technology","2026 is the 20th anniversary edition, from 6:00pm on 15 Jul at the Shangri-La Sydney. Run by the industry peak body (renamed from Communications Alliance); awards managed by TeamSlatts.","https://www.tieawards.com.au/","https://app.notion.com/p/bfc556bd0d0240e28f33ab3b5620a426"
"The AI Summit Australia","2026-09-07","2026-09-09",,"Melbourne Convention and Exhibition Centre (MCEC)","Melbourne","VIC","Informa","https://www.informa.com","https://australia.theaisummit.com","https://australia.theaisummit.com","The AI Summit Australia brings Informa's global AI-for-business event series to Melbourne, co-located with Data Center World Australia at MCEC. Focused on turning AI pilots into commercial outcomes, it gives vendors an exhibition platform in front of enterprise decision-makers, and offers market entrants a fast read on how Australian organisations are actually buying AI.","Enterprise leaders and innovators buying commercial AI solutions across Australian industry","conference_with_expo","annual",true,,,,"AI, Technology","Inaugural Australian edition of the global AI Summit series. Co-located with Data Center World Australia (already captured in Run 003) - one combined venue, two event brands.","https://australia.theaisummit.com","https://app.notion.com/p/fc49421fb21f4debaea97e2c5d42d9fa"
"The Australian Global Food Forum",,,"March 2027 (expected; annual - the 14th edition ran 18 March 2026 in Sydney)",,"Sydney","NSW","The Australian (News Corp), in partnership with Visy","https://www.theaustralian.com.au/business/global-food-forum","https://www.theaustralian.com.au/business/global-food-forum",,"A key fixture on the national corporate calendar, convening the leaders of Australia's $150 billion agribusiness and food sector for a day of high-level strategy, policy and investment discussion. Sponsorship offers vendors brand positioning in front of the industry's most senior buyers.","CEOs and senior leaders across Australia's $150bn agribusiness and food sector, plus government and investors","industry_summit","annual",true,,,,"Food & Beverage, Agriculture","2026 edition (18 March, Sydney) has passed; 2027 dates not yet announced. Ministerial keynotes are standard (2026: Minister for Agriculture).","https://www.newscorpaustralia.com/the-australian-hosts-2026-global-food-forum-with-visy-sustaining-prosperity-capturing-australias-food-advantage/","https://app.notion.com/p/cd030bb8cd89426995dc70bce506b632"
"The Business Show Australia","2026-11-25","2026-11-26",,"ICC Sydney","Sydney","NSW","Business Show Media",,"https://thebusinessshow.au",,"A B2B business-growth event bringing together entrepreneurs, senior executives and business leaders for exhibitor stands and conference content, part of The Business Show World Series.",,"trade_exhibition","annual",false,,8000,,,"B2B business growth event - 8,000+ entrepreneurs, senior executives and business leaders expected; free registration. Part of The Business Show World Series (Miami, Singapore, London editions in 2026).","https://iccsydney.com.au/events/the-business-show-australia/","https://app.notion.com/p/d72584bf6b814cf387ea9d6f2e61bf2c"
"The Finnies (FinTech Australia Awards)",,,"June 2027 (expected; 2026 gala was 18 Jun at ILUMINA, Sydney)","ILUMINA, Sydney (2026 edition)","Sydney","NSW","FinTech Australia","https://www.fintechaustralia.org.au","https://www.thefinnies.com.au",,"Australia's most recognised fintech business awards, celebrating the industry's companies, leaders and innovations each year. The gala night concentrates founders, investors, banks and partners in one room and sells out. Strong brand-building and networking value for both new entrants and scaling locals, though it is not a selling floor.","Fintech founders and executives, investors, banks and ecosystem partners","awards_and_networking","annual",true,,,,"FinTech","10th annual edition (2026) sold out; winners announced 18 Jun 2026.","https://www.fintechaustralia.org.au/events/finnies-2026","https://app.notion.com/p/26e92b2d90184c209cd73b8a7503f4ed"
"The Property Congress","2026-10-20","2026-10-22",,,,,"Property Council of Australia","https://www.propertycouncil.com.au","https://www.propertycouncil.com.au/event/the-property-congress-2026","https://www.propertycouncil.com.au/event/the-property-congress-2026","The Property Council of Australia's flagship annual congress, gathering the property industry's most senior leaders for three days of programme and networking. Sponsorship is the premium route for proptech and services vendors to reach institutional property buyers.","Property developers, investors, fund managers and senior executives across the Australian property industry","industry_summit","annual",true,,,,"Real Estate","2026 dates (20-22 October) from the official registration page; host city rotates and is not shown on the registration page - venue/city left null per verification rules.","https://www.propertycouncil.com.au/event/the-property-congress-2026","https://app.notion.com/p/ec1b368f55fe4f81ba5e75f267372b64"
